"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","gallery","url_key","url_path","custom_design","page_layout","options_container","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","gift_wrapping_available","color","status","visibility","tax_class_id","occasion","apparel_type","sleeve_length","fit","size","length","gender","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","price","special_price","weight","msrp","gift_wrapping_price","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","image_label","small_image_label","thumbnail_label","is_recurring","material","luggage_size","luggage_travel_style","bag_luggage_type","accessories_size","luggage_style","accessories_type","shoe_size","shoe_type","gendered","width","bedding_pattern","homeware_style","bed_bath_type","decor_type","home_decor_type","camera_type","camera_megapixels","electronic_type","cost","price_type","sku_type","weight_type","price_view","shipment_type","samples_title","links_title","links_purchased_separately","links_exist","format","books_music_type","author_artist","genre","style","necklace_length","jewelry_type","recurring_profile","pot_size","pot_material","pot_type","pot_manufacture","induction_cooker"
"admin","base","Shoes","simple","20","ams004","0","Dorian Perforated Oxford","","","/a/m/ams000a_1.jpg","/a/m/ams000a_1.jpg","/a/m/ams000a_1.jpg","","dorian-preforated-oxford","dorian-preforated-oxford-472.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","Career","","","","","","","Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.","","","","","2013-03-01 00:00:00","","","","410.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Dorian Perforated Oxford","0","simple","","","","","","No","","","","","","","","12","Dress","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams005","0","Wingtip Cognac Oxford","","","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","","wingtip-cognac-oxford","wingtip-cognac-oxford.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Not Visible Individually","Taxable Goods","Casual","","","","","","","Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.","Classic cognac wingtip with a modern silhouette--it only gets better with wear.","","","","","2013-03-01 00:00:00","","","","375.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Wingtip Cognac Oxford","0","simple","","","","","","","","","","","","","","8","Casual","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams006","0","Wingtip Cognac Oxford","","","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","","wingtip-cognac-oxford","wingtip-cognac-oxford-470.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Not Visible Individually","Taxable Goods","Casual","","","","","","","Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.","Classic cognac wingtip with a modern silhouette--it only gets better with wear.","","","","","2013-03-01 00:00:00","","","","375.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Wingtip Cognac Oxford","0","simple","","","","","","","","","","","","","","9","Casual","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams007","0","Wingtip Cognac Oxford","","","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","","wingtip-cognac-oxford","wingtip-cognac-oxford-471.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Not Visible Individually","Taxable Goods","Casual","","","","","","","Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.","Classic cognac wingtip with a modern silhouette--it only gets better with wear.","","","","","2013-03-01 00:00:00","","","","375.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Wingtip Cognac Oxford","0","simple","","","","","","","","","","","","","","10","Casual","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams008","0","Wingtip Cognac Oxford","","","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","","wingtip-cognac-oxford","wingtip-cognac-oxford-472.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Not Visible Individually","Taxable Goods","Casual","","","","","","","Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.","Classic cognac wingtip with a modern silhouette--it only gets better with wear.","","","","","2013-03-01 00:00:00","","","","375.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Wingtip Cognac Oxford","0","simple","","","","","","","","","","","","","","11","Casual","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams009","0","Wingtip Cognac Oxford","","","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","/a/m/ams005a_1.jpg","","wingtip-cognac-oxford","wingtip-cognac-oxford-473.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Not Visible Individually","Taxable Goods","Casual","","","","","","","Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.","Classic cognac wingtip with a modern silhouette--it only gets better with wear.","","","","","2013-03-01 00:00:00","","","","375.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Wingtip Cognac Oxford","0","simple","","","","","","","","","","","","","","12","Casual","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams010","0","Suede Loafer, Navy","","","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","","suede-loafer-navy","suede-loafer-navy.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","","","","","","","Suede loafer. Contrast stitching. Leather lined. Imported.","Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.","","","","","2013-03-01 00:00:00","","","","310.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Suede Loafer, Navy","0","simple","","","","","","","","","","","","","","8","Loafers","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams011","0","Suede Loafer, Navy","","","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","","suede-loafer-navy","suede-loafer-navy-471.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","","","","","","","Suede loafer. Contrast stitching. Leather lined. Imported.","Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.","","","","","2013-03-01 00:00:00","","","","310.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Suede Loafer, Navy","0","simple","","","","","","","","","","","","","","9","Loafers","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams012","0","Suede Loafer, Navy","","","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","","suede-loafer-navy","suede-loafer-navy-472.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","","","","","","","Suede loafer. Contrast stitching. Leather lined. Imported.","Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.","","","","","2013-03-01 00:00:00","","","","310.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Suede Loafer, Navy","0","simple","","","","","","","","","","","","","","10","Loafers","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams013","0","Suede Loafer, Navy","","","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","","suede-loafer-navy","suede-loafer-navy-473.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","","","","","","","Suede loafer. Contrast stitching. Leather lined. Imported.","Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.","","","","","2013-03-01 00:00:00","","","","310.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Suede Loafer, Navy","0","simple","","","","","","","","","","","","","","11","Loafers","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Shoes","simple","20","ams014","0","Suede Loafer, Navy","","","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","/a/m/ams010a_1.jpg","","suede-loafer-navy","suede-loafer-navy-474.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Not Visible Individually","Taxable Goods","Evening","","","","","","","Suede loafer. Contrast stitching. Leather lined. Imported.","Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.","","","","","2013-03-01 00:00:00","","","","310.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Suede Loafer, Navy","0","simple","","","","","","","","","","","","","","12","Loafers","","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl000","1","Isla Crossbody Handbag","","","/a/b/abl000_4.jpg","/a/b/abl000_4.jpg","/a/b/abl000_4.jpg","","isla-crossbody-handbag","isla-crossbody-handbag.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Catalog, Search","Taxable Goods","","","","","","","Female","Pebbled leather. Contrast stitching. Fold over flap with Fasten closure. Crossbody strap. 6"" x 8"" x 0.75"".","Form follows function with this decidedly chic mini bag. ","","","","","","","","","290.0000","","1.0000","","","13.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Isla Crossbody Handbag","0","simple","","","","","","No","Leather","","","Handbags","","Frequent","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl001","0","Florentine Satchel Handbag","","","/a/b/abl001_1.jpg","/a/b/abl001_1.jpg","/a/b/abl001_1.jpg","","florentine-satchel-handbag","florentine-satchel-handbag.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Ivory","Enabled","Catalog, Search","Taxable Goods","","","","","","","Female","Leather. Silver hardware. Inside open pocket. Fasten closure, fabric lining. Handles with 7"" drop. 14"" x 3.5"" x 9"". Imported.","Carry it all with the spacious and stylishFlorentine Satchel.","","","","","","","","","625.0000","","1.0000","","","-35.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2019-05-24 07:02:45","","1","0","1","1","1","0.0000","1","0","0","1","1","Florentine Satchel Handbag","0","simple","","","","","","No","Leather","","","Handbags","","Frequent","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl002","0","Flatiron Tablet Sleeve","","","/a/b/abl002b_1.jpg","/a/b/abl002b_1.jpg","/a/b/abl002b_1.jpg","","leather-tablet-sleeve","leather-tablet-sleeve.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Catalog, Search","Taxable Goods","","","","","","","Male or Female","Pebble textured leather tabled case. Top zip closure. Exterior zipper pocket. Fully lined with back wall slip pocket. 8.75"" x 11"" x .5"". Imported.","Protect your tablet with our minimal tablet sleeve.","","","","","","","","","150.0000","","1.0000","","","23.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Flatiron Tablet Sleeve","0","simple","","","","","","No","Leather","","","Laptop Bag","","Business","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","9,21","abl003","0","Broad St. Flapover Briefcase","","","/a/b/abl003b_1.jpg","/a/b/abl003b_1.jpg","/a/b/abl003b_1.jpg","","flapover-briefcase","flapover-briefcase.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Catalog, Search","Taxable Goods","","","","","","","Male","Leather, with flap closure. Padded carrying handles. Main compartment has padded laptop pocket, file section and organizer panel. Quick access back pocket. Padded adjustable shoulder strap. 16"" x 12"" x 3.5"". Domestic.","Make an impression at overseas business meetings.","","","","","","","","","570.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Broad St. Flapover Briefcase","0","simple","","","","","","No","Leather","","","Briefcase","","Business","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","9,21","abl004","0","Houston Travel Wallet","","","/a/b/abl004a_1.jpg","/a/b/abl004a_1.jpg","/a/b/abl004a_1.jpg","","rolls-travel-wallet","rolls-travel-wallet.html","","3 columns","Product Info Column"," ","Use config","Use config","No","No","","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Leather. 4"" x 6.5"" x 0.5""","Just the right size for your passport, tickets and other essentials, this leather wallet is the perfect travel carry all.","","","","","","","","","210.0000","","1.0000","","","18.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Houston Travel Wallet","0","simple","","","","","","No","Leather","","","Business","","Frequent","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl005","0","Roller Suitcase","","","/a/b/abl005a_1.jpg","/a/b/abl005a_1.jpg","/a/b/abl005a_1.jpg","","roller-suitcase","roller-suitcase.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Catalog, Search","Taxable Goods","","","","","","","Male or Female","Zip closure. Water resistant hard polycarbonate shell. All direction spinner wheels. Retractable plastic handle. Cross strap interior. 29"" x 20"" x 13"".","No more baggage claim mixups! Our Roller in bold cobalt blue is sure to standout in a sea of suitcases.","","","","","","","","","650.0000","","1.0000","","","15.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Roller Suitcase","0","simple","","","","","","No","Other","29""","colorful","Luggage","","Weekend","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl006","0","Classic Hardshell Suitcase 21""","","","/a/b/abl0006a_2.jpg","/a/b/abl0006a_2.jpg","/a/b/abl0006a_2.jpg","","classic-hardshell-suitcase","classic-hardshell-suitcase.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","","","","","","","Male or Female","Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21"" x 17"" x 10"".","Some like it classic. This luggage provides ample room for multiday trips.","","","","","2013-03-01 00:00:00","","","","650.0000","","1.0000","","","15.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Classic Hardshell Suitcase 21""","0","simple","","","","","","No","Other","21""","classic","Luggage","","Business","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Accessories","simple","21","abl007","0","Classic Hardshell Suitcase 29""","","","/a/b/abl0006a_3.jpg","/a/b/abl0006a_3.jpg","/a/b/abl0006a_3.jpg","","classic-hardshell-suitcase","classic-hardshell-suitcase-560.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","","","","","","","Male or Female","Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 29"" x 20"" x 13"".","Some like it classic. This luggage provides ample room for multiday trips.","","","","","2013-03-01 00:00:00","","","","750.0000","","1.0000","","","13.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Classic Hardshell Suitcase 29""","0","simple","","","","","","No","Other","29""","classic","Luggage","","Business","Bags & Luggage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb000","0","Body Wash with Lemon Flower Extract and Aloe Vera","","","/h/d/hdb000_1.jpg","/h/d/hdb000_1.jpg","/h/d/hdb000_1.jpg","","body-wash-with-lemon-flower-extract-and-aloe-vera","body-wash-with-lemon-flower-extract-and-aloe-vera.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Yellow","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Lemon flower and Aloe Vera extract. Super moisturizing. ","A rich lather, infused with lemon flower awakens the senses.","","","","","","","","","28.0000","","1.0000","","","13.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Body Wash with Lemon Flower Extract and Aloe Vera","0","simple","","","","","","No","","","","","","","","","","","","","","Bath","N/A","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb001","0","Bath Minerals and Salt","","","/h/d/hdb001_2.jpg","/h/d/hdb001_2.jpg","/h/d/hdb001_2.jpg","","bath-minerals-and-salt","bath-minerals-and-salt.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Pink","Enabled","Catalog, Search","Taxable Goods","","","","","","","","100% pure Dead Sea salts. Fragrance.","Just what your body needs after a long day on the road. Soak, relax and reenergize with 100% natural Dead Sea salt crystals and minerals.","","","","","","","","","25.0000","","1.0000","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2019-05-24 07:02:45","","1","0","1","1","1","0.0000","1","0","0","1","1","Bath Minerals and Salt","0","simple","","","","","","No","Crystal","","","","","","","","","","","","","Bath","N/A","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb002","0","Shea Enfused Hydrating Body Lotion","","","/h/d/hdb002_1.jpg","/h/d/hdb002_1.jpg","/h/d/hdb002_1.jpg","","shea-enfused-hydrating-body-lotion","shea-enfused-hydrating-body-lotion.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Milk and shea extracts. Long lasting moisturizer. 100% natural and gentle enough for sensitive skin. Fast absorbing. Non greasy. 250mL/8.4oz. Domestic.","Experience the perfect escape with this irresistable blend of milk extract and shea.","","","","","","","","","28.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Shea Enfused Hydrating Body Lotion","0","simple","","","","","","No","Shea","","","","","","","","","","","","","Bath","N/A","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb005","0","Titian Raw Silk Pillow","","","/h/d/hdb005_1.jpg","/h/d/hdb005_1.jpg","/h/d/hdb005_1.jpg","","titian-raw-silk-pillow","titian-raw-silk-pillow.html","","1 column","Block after Info Column"," ","Use config","Use config","No","No","Orange","Enabled","Catalog, Search","Taxable Goods","","","","","","","","20"" x 20"". Raw Silk. Hidden zipper closure. Interior pillow included. 100% polyester fill. Dry clean. Imported.","An exquisite home accent, our bazaar inspired raw silk square pillow is a statement in luxury. Interior pillow included.","","","","","","","","","125.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Titian Raw Silk Pillow","0","simple","","","","","","No","Silk","","","","","","","","","","","Solid","","Bed","Throw","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb006","0","Shay Printed Pillow","","","/h/d/hdb006_1.jpg","/h/d/hdb006_1.jpg","/h/d/hdb006_1.jpg","","shay-printed-pillow","shay-printed-pillow.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Ivory","Enabled","Catalog, Search","Taxable Goods","","","","","","","","20"" x 20"". Printed polyester. Hidden zipper closure. Interior pillow included. 100% polyester fill. Spot clean. Imported.","A distinctive printed pillow that fills any room with classic appeal.","","","","","","","","","210.0000","","1.0000","","","23.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Shay Printed Pillow","0","simple","","","","","","No","Other","","","","","","","","","","","Print","Modern","Bed","Throw","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb007","0","Carnegie Alpaca Throw","","","/h/d/hdb007_1.jpg","/h/d/hdb007_1.jpg","/h/d/hdb007_1.jpg","","carnegie-alpaca-throw","carnegie-alpaca-throw.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Taupe","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Woven alpaca wool. 4"" fringe detail. Dry clean. Imported.","A luxuriously soft throw made of long-fiber lambs wool woven into a Chevron twill.","","","","","","","","","275.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Carnegie Alpaca Throw","0","simple","","","","","","No","Wool","","","","","","","","","","","Solid","Traditional","Bed","Throw","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23,29","hdb008","0","Park Row Throw","","","/h/d/hdb008_1.jpg","/h/d/hdb008_1.jpg","/h/d/hdb008_1.jpg","","park-row-throw","park-row-throw.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Blue","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Woven acrylic/wool/cotton. 50"" x 75"". Spot clean.","A rustic wool blend leaves our Park Row Throw feeling lofty and warm. Packs perfectly into carry-ons.","","","2013-03-05 00:00:00","","","","","","240.0000","120.0000","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Park Row Throw","0","simple","","","","","","No","Wool","","","","","","","","","","","pattern","Traditional","Bed","Throw","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","23","hdb009","0","Gramercy Throw","","","/h/d/hdb009_1.jpg","/h/d/hdb009_1.jpg","/h/d/hdb009_1.jpg","","gramercy-throw","gramercy-throw.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Silver","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Woven cotton. 60"" x 72"". Machine wash.","Wrap yourself in this incredibly soft and luxurious blanket for all climate comfort. ","","","","","","","","","275.0000","","1.0000","","","24.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Gramercy Throw","0","simple","","","","","","No","Cotton","","","","","","","","","","","Solid","","Bed","Throw","Bed & Bath","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","25","hdd000","0","Herald Glass Vase","","","/h/d/hdd000_1.jpg","/h/d/hdd000_1.jpg","/h/d/hdd000_1.jpg","","herald-glass-vase","herald-glass-vase.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Blown glass. 10"" diameter. 17"" high. Imported.","The uniquely shaped Herand Glass Vase packs easily and adds instant impact.","","","","","","","","","110.0000","","1.0000","","","1.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Herald Glass Vase","0","simple","","","","","","No","Glass","","","","","","","","","","","","Traditional","","Vase","Decorative Accents","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","25","hdd001","0","Modern Murray Ceramic Vase","","","/h/d/hdd001_1.jpg","/h/d/hdd001_1.jpg","/h/d/hdd001_1.jpg","","modern-murray-ceramic-vase","modern-murray-ceramic-vase.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","White","Enabled","Not Visible Individually","Taxable Goods","","","","","","","","Ceramic. 5.5"" diameter, 12"" high. ","Modern, edgy, distinct. Choose from two colors.","","","","","2013-03-01 00:00:00","","","","135.0000","","1.0000","","","7.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Modern Murray Ceramic Vase","0","simple","","","","","","No","Porcelain","","","","","","","","","","","","Modern","","Vase","Decorative Accents","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","25","hdd002","0","Modern Murray Ceramic Vase","","","/h/d/hdd002_1.jpg","/h/d/hdd002_1.jpg","/h/d/hdd002_1.jpg","","modern-murray-ceramic-vase","modern-murray-ceramic-vase-455.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Black","Enabled","Not Visible Individually","Taxable Goods","","","","","","","","Ceramic. 5.5"" diameter, 12"" high. Domestic.","Modern, edgy, distinct. Choose from two colors.","","","","","2013-03-01 00:00:00","","","","135.0000","","1.0000","","","8.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Modern Murray Ceramic Vase","0","simple","","","","","","No","Porcelain","","","","","","","","","","","","Modern","","Vase","Decorative Accents","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","base","Home & Decor","simple","25","hdd004","0","Stone Salt and Pepper Shakers","","","/h/d/hdd004_1.jpg","/h/d/hdd004_1.jpg","/h/d/hdd004_1.jpg","","stone-salt-and-pepper-shakers","stone-salt-and-pepper-shakers.html","","1 column","Product Info Column"," ","Use config","Use config","No","No","Charcoal","Enabled","Catalog, Search","Taxable Goods","","","","","","","","Glazed stoneware. 2"" diam. 5.5"" x 5.5"" coaster. Set of 2. Domestic.","A subtle nod to Old World antiquity.","","","","","","","","","65.0000","","1.0000","","","25.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","","1","0","1","0","1","0.0000","1","0","0","0","1","Stone Salt and Pepper Shakers","0","simple","","","","","","No","Ceramic","","","","","","","","","","","","Modern","","","Decorative Accents","","","","","","","","","","","","","","","","","","","","","","","","","",""
